frame nummer,x1=,y1=,x2=,y2=,time=
96,45,325,901,1078,10.019854068756104
96,842,151,1623,1077,10.019854068756104
96,0,387,151,686,10.019854068756104
96,750,181,967,613,10.019854068756104
96,1412,247,1638,606,10.019854068756104
97,851,151,1626,1077,10.09569263458252
97,50,324,888,1078,10.09569263458252
97,0,387,153,687,10.09569263458252
97,751,181,974,614,10.09569263458252
97,1413,248,1637,606,10.09569263458252
98,60,322,876,1078,10.173858880996704
98,862,151,1631,1077,10.173858880996704
98,1425,247,1637,606,10.173858880996704
98,0,387,153,687,10.173858880996704
98,751,181,968,614,10.173858880996704
99,73,322,865,1077,10.250361204147339
99,860,150,1636,1077,10.250361204147339
99,0,387,154,687,10.250361204147339
99,754,181,968,613,10.250361204147339
99,1418,245,1641,604,10.250361204147339
100,85,321,854,1077,10.327690839767456
100,868,149,1638,1077,10.327690839767456
100,0,387,155,687,10.328190326690674
100,753,180,967,613,10.328190326690674
100,1414,246,1641,604,10.328190326690674
101,110,321,843,1077,10.404706954956055
101,878,149,1638,1077,10.404706954956055
101,757,181,970,614,10.404706954956055
101,0,387,156,688,10.405206203460693
101,1418,247,1639,605,10.405206203460693
102,137,323,833,1077,10.481999397277832
102,895,150,1638,1077,10.481999397277832
102,1408,247,1646,605,10.481999397277832
102,0,390,159,689,10.481999397277832
102,753,183,971,615,10.481999397277832
103,909,151,1637,1077,10.55885934829712
103,167,324,825,1077,10.55885934829712
103,1405,247,1642,606,10.55885934829712
103,760,184,971,615,10.55885934829712
103,0,390,161,688,10.55885934829712
104,928,151,1641,1077,10.635513305664062
104,187,326,816,1076,10.635513305664062
104,1416,248,1638,605,10.635513305664062
104,755,184,974,615,10.635513305664062
104,0,391,162,688,10.635513305664062
105,202,327,807,1076,10.71353554725647
105,948,152,1642,1077,10.71353554725647
105,1422,249,1639,605,10.71353554725647
105,762,184,977,615,10.71353554725647
105,0,391,164,689,10.71353554725647
106,200,328,804,1076,10.7898850440979
106,966,152,1643,1077,10.7898850440979
106,1427,248,1639,605,10.7898850440979
106,0,391,164,688,10.7898850440979
106,759,185,980,615,10.7898850440979
107,988,153,1643,1077,10.8675057888031
107,199,328,801,1076,10.8675057888031
107,1435,248,1639,605,10.8675057888031
107,0,391,164,688,10.8675057888031
107,756,184,980,615,10.8675057888031
107,1068,252,1251,611,10.8675057888031
108,1011,151,1639,1077,10.945031881332397
108,204,327,798,1076,10.945031881332397
108,1442,248,1637,606,10.945031881332397
108,758,184,989,614,10.945031881332397
108,1065,250,1256,611,10.945031881332397
108,0,390,164,689,10.945031881332397
109,1036,152,1634,1077,11.02120852470398
109,208,326,796,1076,11.02120852470398
109,1446,247,1643,602,11.02120852470398
109,1067,248,1262,609,11.02120852470398
109,758,184,982,613,11.02120852470398
